上櫃公布注意有價證券資訊 
期間:115/01/01~115/04/09，查詢範圍:全部上櫃有價證券
編號,證券代號,證券名稱,注意交易資訊,公告日期,收盤價,本益比
"1088","5498","凱崴","當日本益比為N/A、股價淨值比為7.05且為其所屬產業類別股價淨值比之2.07倍、當日週轉率達12.83%、元大證券公司當日買進該有價證券之成交金額達4.76億元，且占當日該有價證券之總成交金額27.27%(第六款)","115/01/20","69.10","N/A"
"1089","6265","方土昶","最近六個營業日(含當日)累積之最後成交價漲幅達33.41%(第一款)當日週轉率達18.3%(第四款)","115/01/20","52.30","N/A"
"1090","6840","東研信超","最近六個營業日(含當日)累積之最後成交價漲幅達28.49%，當日之成交量較最近六十個營業日日平均成交量放大22.26倍(第三款)當日週轉率達13.4%(第四款)","115/01/20","81.00","79.41"
"1091","7402","邑錡","當日本益比為383.33、股價淨值比為7.51且為其所屬產業類別股價淨值比之3.11倍、當日週轉率達6.98%(第六款)","115/01/20","138.00","383.33"
"1092","8043","蜜望實","最近六個營業日(含當日)之累積週轉率為186.59%，當日週轉率達11.68%(第十款)","115/01/20","96.20","1924.00"
"1093","8088","品安","最近六個營業日(含當日)累積之最後成交價漲幅達27.43%，當日週轉率達46.64%(第四款)","115/01/20","68.60","53.59"
"1094","8933","愛地雅","最近六個營業日(含當日)累積之最後成交價漲幅達29.97%，當日之成交量較最近六十個營業日日平均成交量放大19.85倍(第三款)","115/01/20","8.00","N/A"
"1095","1815","富喬","當日本益比為100.46、股價淨值比為7.05且為其所屬產業類別股價淨值比之2.09倍、當日週轉率達27.64%、單一投資人當日買進該有價證券之成交金額達21.13億元，且占當日該有價證券之總成交金額12.48%(第六款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.6%，當日之前一個營業日當日沖銷成交量占總成交量達66.07%（第十三款)","115/01/19","108.50","100.46"
"1096","23372","旺宏二","最近六個營業日(含當日)累積之最後成交價漲幅達25.16%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣55元(第一款)","115/01/19","322.00","N/A"
"1097","31351","凌航一","最近六個營業日(含當日)累積之最後成交價漲幅達31.32%(第一款)","115/01/19","231.00","N/A"
"1098","3226","龍鋒","最近六個營業日(含當日)累積之最後成交價漲幅達31.23%(第一款)","115/01/19","54.00","59.34"
"1099","3491","昇達科","當日本益比為132.80、股價淨值比為22.53且為其所屬產業類別股價淨值比之4.99倍、當日週轉率達5.98%、單一投資人當日賣出該有價證券之成交金額達3.98億元，且占當日該有價證券之總成交金額10.42%(第六款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.75%，當日之前一個營業日當日沖銷成交量占總成交量達62.93%（第十三款)","115/01/19","915.00","132.80"
"1100","3567","逸昌","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.94倍，當日成交量較最近六十個營業日之日平均成交量放大為19.12倍(第九款)","115/01/19","32.15","28.96"
"1101","3691","碩禾","最近六個營業日(含當日)累積之最後成交價漲幅達44.54%(第一款)當日之成交量較最近六十個營業日日平均成交量放大5.81倍(第三款)","115/01/19","121.50","N/A"
"1102","4513","福裕","最近六個營業日(含當日)累積之最後成交價漲幅達29.46%，當日之成交量較最近六十個營業日日平均成交量放大11.58倍(第三款)","115/01/19","22.70","N/A"
"1103","4533","協易機","最近六個營業日(含當日)累積之最後成交價漲幅達31.51%(第一款)當日之成交量較最近六十個營業日日平均成交量放大14.21倍(第三款)當日週轉率達17.93%(第四款)","115/01/19","30.00","75.00"
"1104","4534","慶騰","最近六個營業日(含當日)累積之最後成交價漲幅達30.97%(第一款)當日之成交量較最近六十個營業日日平均成交量放大9.97倍(第三款)","115/01/19","19.70","N/A"
"1105","4923","力士","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.83倍，當日成交量較最近六十個營業日之日平均成交量放大為18.17倍(第九款)","115/01/19","36.00","N/A"
"1106","4971","IET-KY","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.47%，當日之前一個營業日當日沖銷成交量占總成交量達68.89%（第十三款)","115/01/19","338.50","N/A"
"1107","4991","環宇-KY","當日本益比為N/A、股價淨值比為7.69且為其所屬產業類別股價淨值比之2.01倍、當日週轉率達5.91%(第六款)","115/01/19","201.50","N/A"
"1108","5228","鈺鎧","最近六個營業日(含當日)累積之最後成交價漲幅達29.23%，元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為30.04%(第五款)","115/01/19","29.45","N/A"
"1109","5289","宜鼎","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣123元(第十一款)","115/01/19","750.00","49.77"
"1110","5328","華容","最近六個營業日(含當日)累積之最後成交價漲幅達41.17%(第一款)當日週轉率達9.43%(第四款)元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為34.36%(第五款)","115/01/19","31.20","65.00"
"1111","5340","建榮","最近六個營業日(含當日)累積之最後成交價漲幅達28.37%，當日週轉率達11.04%(第四款)當日本益比為86.54、股價淨值比為8.16且為其所屬產業類別股價淨值比之2.42倍(第六款)","115/01/19","92.60","86.54"
"1112","5452","佶優","最近六個營業日(含當日)累積之最後成交價漲幅達27.21%，當日之成交量較最近六十個營業日日平均成交量放大10.41倍(第三款)當日週轉率達12.32%(第四款)","115/01/19","37.00","75.51"
"1113","5475","德宏","當日本益比為N/A、股價淨值比為17.02且為其所屬產業類別股價淨值比之5.06倍、當日週轉率達7.92%、單一投資人當日買進該有價證券之成交金額達1.12億元，且占當日該有價證券之總成交金額10.5%、單一投資人當日賣出該有價證券之成交金額達1.23億元，且占當日該有價證券之總成交金額11.51%(第六款)","115/01/19","111.50","N/A"
"1114","5498","凱崴","最近六個營業日(含當日)累積之最後成交價漲幅達35.32%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達180.15%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達204.43%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達273.83%(第二款)當日週轉率達14%(第四款)當日本益比為N/A、股價淨值比為7.35且為其所屬產業類別股價淨值比之2.18倍(第六款)","115/01/19","72.00","N/A"
"1115","6173","信昌電","最近六個營業日(含當日)之累積週轉率為87.47%，當日週轉率達15.97%(第十款)","115/01/19","78.10","28.71"
"1116","6265","方土昶","最近六個營業日(含當日)累積之最後成交價漲幅達43.98%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達167%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達312.54%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達410.67%(第二款)","115/01/19","52.60","N/A"
"1117","6485","點序","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達61.02%，當日之前一個營業日當日沖銷成交量占總成交量達67.76%（第十三款)","115/01/19","116.00","N/A"
"1118","6510","精測","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣295元(第十一款)","115/01/19","2470.00","78.29"
"1119","6840","東研信超","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為6.13倍，當日成交量較最近六十個營業日之日平均成交量放大為17.46倍(第九款)","115/01/19","76.20","74.71"
"1120","8038","長園科","當日本益比為109.43、股價淨值比為7.95且為其所屬產業類別股價淨值比之2.36倍、當日週轉率達7.47%(第六款)","115/01/19","58.00","109.43"
"1121","8043","蜜望實","最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達264.92%(第二款)","115/01/19","97.80","1956.00"
"1122","8074","鉅橡","最近六個營業日(含當日)之累積週轉率為176.9%，當日週轉率達18.22%(第十款)","115/01/19","59.60","55.19"
"1123","8080","泰霖","最近六個營業日(含當日)累積之最後成交價漲幅達35.56%(第一款)當日之成交量較最近六十個營業日日平均成交量放大11.55倍(第三款)","115/01/19","45.50","325.00"
"1124","8088","品安","最近六個營業日(含當日)累積之最後成交價漲幅達33.4%(第一款)當日週轉率達19.27%(第四款)前一個營業日券資比達20.39%，且前一個營業日之券資比較最近六個營業日之最低券資比放大四倍以上(第七款)","115/01/19","73.10","57.11"
"1125","31351","凌航一","最近六個營業日(含當日)累積之最後成交價漲幅達28.71%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣49元(第一款)","115/01/16","220.00","N/A"
"1126","3491","昇達科","當日本益比為133.53、股價淨值比為22.65且為其所屬產業類別股價淨值比之4.98倍、當日週轉率達5.47%(第六款)","115/01/16","920.00","133.53"
"1127","3691","碩禾","最近六個營業日(含當日)累積之最後成交價漲幅達40.36%(第一款)當日之成交量較最近六十個營業日日平均成交量放大10.26倍(第三款)當日週轉率達7.22%(第四款)元大證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為35.48%(第五款)","115/01/16","114.50","N/A"
"1128","4533","協易機","最近六個營業日(含當日)累積之最後成交價漲幅達31.99%(第一款)當日之成交量較最近六十個營業日日平均成交量放大10.17倍(第三款)當日週轉率達9.86%(第四款)","115/01/16","30.35","75.88"
"1129","4556","旭然","最近六個營業日(含當日)累積之最後成交價漲幅達32.39%(第一款)當日之成交量較最近六十個營業日日平均成交量放大24.66倍(第三款)","115/01/16","31.90","49.84"
"1130","4991","環宇-KY","當日本益比為N/A、股價淨值比為7.69且為其所屬產業類別股價淨值比之2.06倍、當日週轉率達5.6%、美商高盛亞證券公司當日賣出該有價證券之成交金額達1.52億元，且占當日該有價證券之總成交金額11.24%(第六款)","115/01/16","201.50","N/A"
"1131","5011","久陽","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.35倍，當日成交量較最近六十個營業日之日平均成交量放大為7.32倍(第九款)","115/01/16","13.55","N/A"
"1132","5228","鈺鎧","最近六個營業日(含當日)累積之最後成交價漲幅達34.11%(第一款)","115/01/16","28.05","N/A"
"1133","5328","華容","最近六個營業日(含當日)累積之最後成交價漲幅達34.75%(第一款)當日週轉率達16.72%(第四款)","115/01/16","28.40","59.17"
"1134","5340","建榮","當日本益比為78.69、股價淨值比為7.42且為其所屬產業類別股價淨值比之2.27倍、當日週轉率達7.03%、凱基證券公司當日賣出該有價證券之成交金額達3.68億元，且占當日該有價證券之總成交金額32.01%、單一投資人當日賣出該有價證券之成交金額達2.59億元，且占當日該有價證券之總成交金額22.55%(第六款)","115/01/16","84.20","78.69"
"1135","5475","德宏","當日本益比為N/A、股價淨值比為15.5且為其所屬產業類別股價淨值比之4.75倍、當日週轉率達10%(第六款)","115/01/16","101.50","N/A"
"1136","5498","凱崴","最近六個營業日(含當日)累積之最後成交價漲幅達34.46%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達168.19%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達223.32%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達264.41%(第二款)當日週轉率達5.45%(第四款)當日本益比為N/A、股價淨值比為7.14且為其所屬產業類別股價淨值比之2.19倍(第六款)","115/01/16","70.00","N/A"
"1137","6163","華電網","最近六個營業日(含當日)累積之最後成交價漲幅達29.2%，當日週轉率達8.82%(第四款)","115/01/16","71.80","80.67"
"1138","61635","華電網五","最近六個營業日(含當日)累積之最後成交價漲幅達28.65%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣47元(第一款)","115/01/16","283.00","N/A"
"1139","6485","點序","最近六個營業日(含當日)之累積週轉率為143.81%，當日週轉率達32.56%(第十款)","115/01/16","116.00","N/A"
"1140","6517","保勝光學","最近六個營業日(含當日)之累積週轉率為85.78%，當日週轉率達13.27%(第十款)","115/01/16","79.10","47.94"
"1141","8038","長園科","當日本益比為103.96、股價淨值比為7.55且為其所屬產業類別股價淨值比之2.31倍、當日週轉率達6.51%(第六款)","115/01/16","55.10","103.96"
"1142","8042","金山電","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.12%，當日之前一個營業日當日沖銷成交量占總成交量達71.16%（第十三款)","115/01/16","69.60","217.50"
"1143","8043","蜜望實","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.65%，當日之前一個營業日當日沖銷成交量占總成交量達63.01%（第十三款)","115/01/16","95.10","1902.00"
"1144","8047","星雲","最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達263.63%(第二款)","115/01/16","48.00","N/A"
"1145","8080","泰霖","最近六個營業日(含當日)累積之最後成交價漲幅達39.66%(第一款)","115/01/16","43.00","307.14"
"1146","8171","天宇","最近六個營業日(含當日)累積之最後成交價漲幅達30.49%(第一款)","115/01/16","30.85","N/A"
"1147","8299","群聯","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣260元(第十一款)","115/01/16","1890.00","60.06"
"1148","89964","高力四","最近六個營業日(含當日)累積之最後成交價漲幅達27.3%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣49元(第一款)","115/01/16","319.00","N/A"
"1149","1815","富喬","最近六個營業日(含當日)之累積週轉率為81.88%，當日週轉率達29.27%(第十款)","115/01/15","93.20","86.30"
"1150","3236","千如","最近六個營業日(含當日)之累積週轉率為88.62%，當日週轉率達45.76%(第十款)","115/01/15","37.90","157.92"
"1151","32608","威剛八","最近六個營業日(含當日)累積之最後成交價漲幅達30.67%(第一款)","115/01/15","134.00","N/A"
"1152","3491","昇達科","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣119元(第十一款)","115/01/15","890.00","129.17"
"1153","3691","碩禾","最近六個營業日(含當日)累積之最後成交價漲幅達31.57%(第一款)富邦證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為34.64%(第五款)","115/01/15","104.50","N/A"
"1154","4768","晶呈科技","當日本益比為1,028.05、股價淨值比為13.61且為其所屬產業類別股價淨值比之4.32倍、當日週轉率達6.96%(第六款)","115/01/15","421.50","1028.05"
"1155","4991","環宇-KY","當日本益比為N/A、股價淨值比為7.73且為其所屬產業類別股價淨值比之2.1倍、當日週轉率達5.04%(第六款)","115/01/15","202.50","N/A"
"1156","5228","鈺鎧","最近六個營業日(含當日)累積之最後成交價漲幅達33.36%(第一款)當日之成交量較最近六十個營業日日平均成交量放大12.57倍(第三款)當日週轉率達11.83%(第四款)元大證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為45.66%(第五款)","115/01/15","29.00","N/A"
"1157","5340","建榮","當日本益比為71.59、股價淨值比為6.75且為其所屬產業類別股價淨值比之2.1倍、當日週轉率達8.17%、凱基證券公司當日買進該有價證券之成交金額達4.64億元，且占當日該有價證券之總成交金額38.52%、單一投資人當日買進該有價證券之成交金額達2.74億元，且占當日該有價證券之總成交金額22.77%(第六款)","115/01/15","76.60","71.59"
"1158","6163","華電網","最近六個營業日(含當日)累積之最後成交價漲幅達32.11%(第一款)當日週轉率達17.92%(第四款)","115/01/15","72.00","80.90"
"1159","61635","華電網五","最近六個營業日(含當日)累積之最後成交價漲幅達26.64%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣70元(第一款)","115/01/15","285.00","N/A"
"1160","6265","方土昶","最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達142.47%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達248.26%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達337.86%(第二款)","115/01/15","45.10","N/A"
"1161","6517","保勝光學","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.4倍，當日成交量較最近六十個營業日之日平均成交量放大為10.31倍(第九款)","115/01/15","82.10","49.76"
"1162","7717","萊德光電-KY","當日本益比為216.97、股價淨值比為17.3且為其所屬產業類別股價淨值比之3.76倍、當日週轉率達9.57%(第六款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣99元(第十一款)","115/01/15","479.50","216.97"
"1163","8038","長園科","當日本益比為103.77、股價淨值比為7.53且為其所屬產業類別股價淨值比之2.35倍、當日週轉率達7.01%(第六款)","115/01/15","55.00","103.77"
"1164","8042","金山電","最近六個營業日(含當日)之累積週轉率為95.98%，當日週轉率達38.08%(第十款)","115/01/15","71.00","221.88"
"1165","8043","蜜望實","最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達286.53%(第二款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達61.7%，當日之前一個營業日當日沖銷成交量占總成交量達62.21%（第十三款)","115/01/15","100.50","2010.00"
"1166","8080","泰霖","最近六個營業日(含當日)累積之最後成交價漲幅達49.44%(第一款)當日之成交量較最近六十個營業日日平均成交量放大44.3倍(第三款)當日週轉率達5.17%(第四款)","115/01/15","47.75","341.07"
"1167","8289","泰藝","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.86倍，當日成交量較最近六十個營業日之日平均成交量放大為21.63倍(第九款)","115/01/15","26.25","N/A"
"1168","84221","可寧衛一","最近六個營業日(含當日)累積之最後成交價漲幅達29.54%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣76元(第一款)","115/01/15","319.00","N/A"
"1169","84222","可寧衛二","最近六個營業日(含當日)累積之最後成交價漲幅達32.58%(第一款)","115/01/15","245.00","N/A"
"1170","89964","高力四","最近六個營業日(含當日)累積之最後成交價漲幅達24.16%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣73元(第一款)","115/01/15","319.00","N/A"
"1171","3152","璟德","最近六個營業日(含當日)累積之最後成交價漲幅達26.51%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣40.5元(第一款)","115/01/14","183.00","18.67"
"1172","3491","昇達科","當日本益比為125.25、股價淨值比為21.25且為其所屬產業類別股價淨值比之4.66倍、當日週轉率達6.31%、單一投資人當日買進該有價證券之成交金額達4.17億元，且占當日該有價證券之總成交金額11.37%(第六款)","115/01/14","863.00","125.25"
"1173","3693","營邦","最近六個營業日(含當日)累積之最後成交價漲幅達24.57%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣47.5元(第一款)","115/01/14","371.00","20.89"
"1174","4768","晶呈科技","當日本益比為1,080.49、股價淨值比為14.3且為其所屬產業類別股價淨值比之4.48倍、當日週轉率達5.86%、單一投資人當日買進該有價證券之成交金額達1.62億元，且占當日該有價證券之總成交金額13.5%(第六款)","115/01/14","443.00","1080.49"
"1175","4971","IET-KY","最近六個營業日(含當日)之累積週轉率為84.72%，當日週轉率達12.28%(第十款)","115/01/14","293.00","N/A"
"1176","4987","科誠","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.65倍，當日成交量較最近六十個營業日之日平均成交量放大為6.35倍(第九款)","115/01/14","81.30","13.35"
"1177","4991","環宇-KY","當日本益比為N/A、股價淨值比為7.65且為其所屬產業類別股價淨值比之2.09倍、當日週轉率達8.7%(第六款)","115/01/14","200.50","N/A"
"1178","5228","鈺鎧","最近六個營業日(含當日)累積之最後成交價漲幅達28.35%，當日之成交量較最近六十個營業日日平均成交量放大5.7倍(第三款)元大證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為79.44%(第五款)","115/01/14","28.05","N/A"
"1179","6127","九豪","最近六個營業日(含當日)之累積週轉率為93.07%，當日週轉率達41.68%(第十款)","115/01/14","42.00","53.16"
"1180","6163","華電網","最近六個營業日(含當日)累積之最後成交價漲幅達32.7%(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達222.39%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達236.57%(第二款)當日週轉率達36.24%(第四款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達63.2%，當日之前一個營業日當日沖銷成交量占總成交量達75.68%（第十三款)","115/01/14","72.70","81.69"
"1181","61635","華電網五","最近六個營業日(含當日)累積之最後成交價漲幅達26.64%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣64元(第一款)","115/01/14","285.00","N/A"
"1182","6223","旺矽","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣190元(第十一款)","115/01/14","2345.00","75.62"
"1183","6244","茂迪","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.51%，當日之前一個營業日當日沖銷成交量占總成交量達69.8%（第十三款)","115/01/14","23.70","64.05"
"1184","6265","方土昶","最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達132.12%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達239.39%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達345.77%(第二款)最近六個營業日(含當日)累積之最後成交價漲幅達29.17%，當日週轉率達5.06%(第四款)","115/01/14","44.80","N/A"
"1185","737880","晶呈元大54購01","最近六個營業日(含當日)累積之最後成交價漲幅達42.86%(第一款)","115/01/14","15.00","N/A"
"1186","7715","裕山","最近六個營業日(含當日)累積之最後成交價漲幅達31.96%(第一款)當日之成交量較最近六十個營業日日平均成交量放大7.63倍(第三款)","115/01/14","40.00","10.47"
"1187","8043","蜜望實","最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達278.88%(第二款)","115/01/14","98.70","1974.00"
"1188","8080","泰霖","最近六個營業日(含當日)累積之最後成交價漲幅達42.3%(第一款)","115/01/14","43.45","310.36"
"1189","8240","華宏","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.38倍，當日成交量較最近六十個營業日之日平均成交量放大為11.08倍(第九款)","115/01/14","46.20","27.02"
"1190","84221","可寧衛一","最近六個營業日(含當日)累積之最後成交價漲幅達49.37%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達121.25%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達148.59%(第二款)","115/01/14","354.00","N/A"
"1191","84222","可寧衛二","最近六個營業日(含當日)累積之最後成交價漲幅達52.19%(第一款)最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達117.94%(第二款)","115/01/14","272.00","N/A"
"1192","89964","高力四","最近六個營業日(含當日)累積之最後成交價漲幅達24.16%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣65元(第一款)","115/01/14","319.00","N/A"
"1193","3081","聯亞","當日本益比為247.74、股價淨值比為15.27且為其所屬產業類別股價淨值比之3.43倍、當日週轉率達9.37%(第六款)","115/01/13","659.00","247.74"
"1194","3693","營邦","最近六個營業日(含當日)累積之最後成交價漲幅達33.09%(第一款)當日週轉率達8.3%(第四款)","115/01/13","366.00","20.61"
"1195","4991","環宇-KY","當日本益比為N/A、股價淨值比為8.17且為其所屬產業類別股價淨值比之2.28倍、當日週轉率達12.07%(第六款)","115/01/13","214.00","N/A"
"1196","5291","邑昇","最近六個營業日(含當日)累積之最後成交價漲幅達29.36%，當日之成交量較最近六十個營業日日平均成交量放大17.68倍(第三款)當日週轉率達19.77%(第四款)","115/01/13","40.95","136.50"
"1197","5302","太欣","最近六個營業日(含當日)累積之最後成交價漲幅達30.95%(第一款)當日之成交量較最近六十個營業日日平均成交量放大9.71倍(第三款)","115/01/13","12.30","N/A"
"1198","6163","華電網","最近六個營業日(含當日)之累積週轉率為94.98%，當日週轉率達50.27%(第十款)","115/01/13","67.20","75.51"
"1199","6640","均華","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣125元(第十一款)","115/01/13","815.00","55.56"
"1200","6953","家碩","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為6.2倍，當日成交量較最近六十個營業日之日平均成交量放大為19.09倍(第九款)","115/01/13","266.00","34.46"
"1201","737880","晶呈元大54購01","最近六個營業日(含當日)累積之最後成交價漲幅達38.7%(第一款)","115/01/13","14.30","N/A"
"1202","7751","竑騰","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣110元(第十一款)","115/01/13","874.00","55.25"
"1203","8038","長園科","當日本益比為103.02、股價淨值比為7.48且為其所屬產業類別股價淨值比之2.45倍、當日週轉率達8.55%(第六款)","115/01/13","54.60","103.02"
"1204","8042","金山電","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.71%，當日之前一個營業日當日沖銷成交量占總成交量達70.95%（第十三款)","115/01/13","64.00","200.00"
"1205","8043","蜜望實","最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達245.38%(第二款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.36%，當日之前一個營業日當日沖銷成交量占總成交量達69.48%（第十三款)","115/01/13","89.80","1796.00"
"1206","8074","鉅橡","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達63.57%，當日之前一個營業日當日沖銷成交量占總成交量達75.22%（第十三款)","115/01/13","54.70","50.65"
"1207","8080","泰霖","最近六個營業日(含當日)累積之最後成交價漲幅達32.99%(第一款)","115/01/13","39.50","282.14"
"1208","84221","可寧衛一","最近六個營業日(含當日)累積之最後成交價漲幅達42.71%(第一款)","115/01/13","322.00","N/A"
"1209","84222","可寧衛二","最近六個營業日(含當日)累積之最後成交價漲幅達43.12%(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣83元(第十一款)","115/01/13","248.00","N/A"
"1210","89964","高力四","最近六個營業日(含當日)累積之最後成交價漲幅達27.3%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣70元(第一款)","115/01/13","324.00","N/A"
"1211","23372","旺宏二","最近六個營業日(含當日)累積之最後成交價漲幅達36.32%(第一款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達179.72%(第二款)","115/01/12","267.00","N/A"
"1212","3081","聯亞","當日本益比為253.01、股價淨值比為15.6且為其所屬產業類別股價淨值比之3.43倍、當日週轉率達7.55%、星洲瑞銀證券公司當日賣出該有價證券之成交金額達4.62億元，且占當日該有價證券之總成交金額10.16%、單一投資人當日買進該有價證券之成交金額達5.51億元，且占當日該有價證券之總成交金額12.13%、單一投資人當日賣出該有價證券之成交金額達4.62億元，且占當日該有價證券之總成交金額10.16%(第六款)","115/01/12","673.00","253.01"
"1213","3105","穩懋","最近六個營業日(含當日)累積之最後成交價漲幅達27.27%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣50元(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達141.45%(第二款)當日週轉率達12.76%(第四款)","115/01/12","233.00","314.86"
"1214","3374","精材","最近六個營業日(含當日)累積之最後成交價漲幅達25.54%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣40.5元(第一款)","115/01/12","184.00","38.49"
"1215","3491","昇達科","當日本益比為115.53、股價淨值比為19.6且為其所屬產業類別股價淨值比之4.31倍、當日週轉率達5.86%(第六款)","115/01/12","796.00","115.53"
"1216","3693","營邦","最近六個營業日(含當日)累積之最後成交價漲幅達32.32%(第一款)當日週轉率達10.09%(第四款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣110元(第十一款)","115/01/12","378.00","21.28"
"1217","4130","健亞","最近六個營業日(含當日)累積之最後成交價漲幅達28.92%，當日之成交量較最近六十個營業日日平均成交量放大6.11倍(第三款)當日週轉率達6.46%(第四款)","115/01/12","36.55","365.50"
"1218","4768","晶呈科技","當日本益比為1,014.63、股價淨值比為13.43且為其所屬產業類別股價淨值比之4.22倍、當日週轉率達6.64%(第六款)","115/01/12","416.00","1014.63"
"1219","4979","華星光","最近六個營業日(含當日)之累積週轉率為90.84%，當日週轉率達13.85%(第十款)","115/01/12","290.50","60.40"
"1220","5274","信驊","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣950元(第十一款)","115/01/12","8055.00","82.90"
