主鍵,交易日期,時間,股票代號,股票名稱,股票排名,累計買進張數,累計賣出張數,累計買賣超,時段買進張數,時段賣出張數,時段買賣超,時段買超,時段買超差,時段賣超,時段賣超差,時段買超家數,時段賣超家數,買超率,賣超率
2026/3/27-12-8096,2026/3/27,12,8096,擎亞,6,12501,14640,-2139,6051,7142,-1091,462,-34,1553,837,3,7,0.06,0.26
2026/3/27-12-3211,2026/3/27,12,3211,順達,7,12682,12406,276,1181,1130,51,451,-666,400,-387,7,3,0.40,0.34
2026/3/27-12-3221,2026/3/27,12,3221,台嘉碩,8,13827,13916,-89,2337,1889,448,883,736,435,290,5,5,0.47,0.19
2026/3/27-12-5347,2026/3/27,12,5347,世界,9,12621,13088,-467,1315,819,496,1082,665,586,-907,2,8,1.32,0.45
2026/3/27-12-8027,2026/3/27,12,8027,鈦昇,10,10568,11017,-449,1086,1222,-136,355,26,491,98,4,5,0.29,0.45
2026/3/27-12-4903,2026/3/27,12,4903,聯光通,11,7219,7294,-75,1413,1167,246,458,261,212,-45,4,6,0.39,0.15
2026/3/27-12-6274,2026/3/27,12,6274,台燿,12,7023,7046,-23,1768,1632,136,360,129,224,80,4,6,0.22,0.13
2026/3/27-12-4971,2026/3/27,12,4971,IET-KY,13,6511,6908,-397,2296,1939,357,506,272,149,-119,6,4,0.26,0.06
2026/3/27-12-3339,2026/3/27,12,3339,泰谷,14,6624,6664,-40,1539,1340,199,342,-139,143,-252,4,6,0.26,0.09
2026/3/27-12-3260,2026/3/27,12,3260,威剛,15,6242,6223,19,1230,1224,6,349,-161,343,-139,6,4,0.29,0.28
2026/3/27-12-8299,2026/3/27,12,8299,群聯,16,5369,6045,-676,924,942,-18,327,-65,345,-260,4,6,0.35,0.37
2026/3/27-12-8064,2026/3/27,12,8064,東捷,17,4922,5981,-1059,714,816,-102,270,178,372,34,6,4,0.33,0.52
2026/3/27-12-6244,2026/3/27,12,6244,茂迪,18,4736,4677,59,592,638,-46,194,-199,240,-141,4,6,0.30,0.41
2026/3/27-12-5291,2026/3/27,12,5291,邑昇,19,4599,4670,-71,980,1042,-62,116,-62,178,20,2,6,0.11,0.18
2026/3/27-12-6163,2026/3/27,12,6163,華電網,20,4624,4784,-160,1126,1213,-87,543,-21,630,-19,9,1,0.45,0.56
2026/3/27-12-6821,2026/3/27,12,6821,聯寶,21,4693,4985,-292,176,180,-4,56,-181,60,-296,5,4,0.31,0.34
2026/3/27-12-5483,2026/3/27,12,5483,中美晶,22,3116,3712,-596,408,470,-62,105,-451,167,-717,3,5,0.22,0.41
2026/3/27-12-6127,2026/3/27,12,6127,九豪,23,3484,3761,-277,3484,3761,-277,451,,728,,6,4,0.12,0.21
2026/3/27-12-6182,2026/3/27,12,6182,合晶,24,3126,3807,-681,656,512,144,373,145,229,-304,4,6,0.73,0.35
2026/3/27-12-5439,2026/3/27,12,5439,高技,25,3076,3191,-115,396,288,108,311,-38,203,-47,4,6,1.08,0.51
2026/3/27-12-4908,2026/3/27,12,4908,前鼎,26,3066,3284,-218,3066,3284,-218,303,,521,,4,6,0.09,0.17
2026/3/27-12-3264,2026/3/27,12,3264,欣銓,27,3022,2849,173,3022,2849,173,813,,640,,6,4,0.29,0.21
2026/3/27-12-4931,2026/3/27,12,4931,新盛力,28,2984,3103,-119,206,228,-22,57,-47,79,-87,5,5,0.25,0.38
2026/3/27-12-5498,2026/3/27,12,5498,凱崴,29,3081,3153,-72,322,311,11,64,-39,53,-113,5,5,0.21,0.16
2026/3/27-12-3081,2026/3/27,12,3081,聯亞,30,2634,2767,-133,2634,2767,-133,225,,358,,4,6,0.08,0.14
2026/3/27-13-3105,2026/3/27,13,3105,穩懋,1,43881,43035,846,12713,12434,279,1819,706,1540,723,3,7,0.15,0.12
2026/3/27-13-1785,2026/3/27,13,1785,光洋科,2,36253,34662,1591,882,801,81,730,-416,649,-810,2,8,0.91,0.74
2026/3/27-13-6147,2026/3/27,13,6147,頎邦,3,33631,33820,-189,5538,5421,117,1811,563,1694,71,5,5,0.33,0.31
2026/3/27-13-1815,2026/3/27,13,1815,富喬,4,20373,20440,-67,7666,6703,963,1563,533,600,-1079,5,5,0.23,0.08
2026/3/27-13-8358,2026/3/27,13,8358,金居,5,20081,20141,-60,4970,4425,545,1394,533,849,41,6,4,0.32,0.17
2026/3/27-13-8096,2026/3/27,13,8096,擎亞,6,17276,19925,-2649,5062,5569,-507,629,167,1136,-417,3,7,0.11,0.22
2026/3/27-13-5347,2026/3/27,13,5347,世界,7,15471,15109,362,2823,2379,444,1462,380,1018,432,5,5,0.61,0.36
2026/3/27-13-3211,2026/3/27,13,3211,順達,8,14806,14443,363,2124,2037,87,650,199,563,163,5,5,0.32,0.27
2026/3/27-13-3221,2026/3/27,13,3221,台嘉碩,9,14070,14053,17,243,137,106,234,-649,128,-307,1,8,1.71,0.53
2026/3/27-13-8027,2026/3/27,13,8027,鈦昇,10,12547,12579,-32,1739,2008,-269,325,-30,594,103,4,6,0.16,0.34
2026/3/27-13-6274,2026/3/27,13,6274,台燿,11,9402,8881,521,2764,2218,546,740,380,194,-30,7,3,0.33,0.07
2026/3/27-13-4903,2026/3/27,13,4903,聯光通,12,9434,8687,747,2416,1782,634,681,223,47,-165,8,2,0.38,0.02
2026/3/27-13-3339,2026/3/27,13,3339,泰谷,13,8455,8096,359,2009,1789,220,426,84,206,63,6,4,0.24,0.10
2026/3/27-13-8064,2026/3/27,13,8064,東捷,14,7162,7844,-682,2387,2263,124,606,336,482,110,5,5,0.27,0.20
2026/3/27-13-3260,2026/3/27,13,3260,威剛,15,7670,7754,-84,1428,1531,-103,145,-204,248,-95,3,6,0.09,0.17
2026/3/27-13-8299,2026/3/27,13,8299,群聯,16,7198,7362,-164,1962,1722,240,874,547,634,289,5,5,0.51,0.32
2026/3/27-13-4971,2026/3/27,13,4971,IET-KY,17,6828,7131,-303,317,223,94,228,-278,134,-15,1,8,1.02,0.42
2026/3/27-13-6244,2026/3/27,13,6244,茂迪,18,6410,6510,-100,1929,1945,-16,549,355,565,325,7,3,0.28,0.29
2026/3/27-13-5291,2026/3/27,13,5291,邑昇,19,6121,5718,403,1447,1194,253,408,292,155,-23,5,5,0.34,0.11
2026/3/27-13-6163,2026/3/27,13,6163,華電網,20,6097,6231,-134,1473,1447,26,335,-208,309,-321,5,5,0.23,0.21
2026/3/27-13-5483,2026/3/27,13,5483,中美晶,21,4906,5644,-738,1802,2278,-476,630,525,1106,939,6,3,0.28,0.61
2026/3/27-13-6548,2026/3/27,13,6548,長科*,22,4788,5201,-413,4788,5201,-413,719,,1132,,7,3,0.14,0.24
2026/3/27-13-6127,2026/3/27,13,6127,九豪,23,4661,5043,-382,1177,1282,-105,285,-166,390,-338,5,5,0.22,0.33
2026/3/27-13-6182,2026/3/27,13,6182,合晶,24,4458,4966,-508,1332,1159,173,589,216,416,187,6,4,0.51,0.31
2026/3/27-13-6190,2026/3/27,13,6190,萬泰科,25,4492,4357,135,4492,4357,135,755,,620,,5,5,0.17,0.14
2026/3/27-13-3264,2026/3/27,13,3264,欣銓,26,4260,3892,368,1238,1043,195,538,-275,343,-297,4,5,0.52,0.28
2026/3/27-13-6821,2026/3/27,13,6821,聯寶,27,4751,5031,-280,58,46,12,50,-6,38,-22,2,4,1.09,0.66
2026/3/27-13-4931,2026/3/27,13,4931,新盛力,28,4086,4161,-75,1102,1058,44,302,245,258,179,7,3,0.29,0.23
2026/3/27-13-6588,2026/3/27,13,6588,東典光電,29,4396,4237,159,4396,4237,159,586,,427,,6,4,0.14,0.10
2026/3/27-13-5439,2026/3/27,13,5439,高技,30,3918,4093,-175,1023,1008,15,352,41,337,134,5,4,0.35,0.33
2026/3/30-10-1785,2026/3/30,10,1785,光洋科,1,31454,33037,-1583,31454,33037,-1583,5100,,6683,,4,6,0.15,0.21
2026/3/30-10-6147,2026/3/30,10,6147,頎邦,2,15453,17285,-1832,15453,17285,-1832,4002,,5834,,6,4,0.23,0.38
2026/3/30-10-3105,2026/3/30,10,3105,穩懋,3,13109,14692,-1583,13109,14692,-1583,1607,,3190,,2,8,0.11,0.24
2026/3/30-10-8096,2026/3/30,10,8096,擎亞,4,13157,14069,-912,13157,14069,-912,1365,,2277,,5,5,0.10,0.17
2026/3/30-10-8027,2026/3/30,10,8027,鈦昇,5,10991,9731,1260,10991,9731,1260,2276,,1016,,5,5,0.23,0.09
2026/3/30-10-3221,2026/3/30,10,3221,台嘉碩,6,8968,10035,-1067,8968,10035,-1067,1665,,2732,,5,5,0.17,0.30
2026/3/30-10-1815,2026/3/30,10,1815,富喬,7,7096,7412,-316,7096,7412,-316,1225,,1541,,6,4,0.17,0.22
2026/3/30-10-6588,2026/3/30,10,6588,東典光電,8,5625,5621,4,5625,5621,4,686,,682,,8,2,0.12,0.12
2026/3/30-10-3211,2026/3/30,10,3211,順達,9,5432,5334,98,5432,5334,98,596,,498,,6,4,0.11,0.09
2026/3/30-10-4971,2026/3/30,10,4971,IET-KY,10,5517,5655,-138,5517,5655,-138,425,,563,,5,5,0.08,0.10
2026/3/30-10-8289,2026/3/30,10,8289,泰藝,11,4573,4742,-169,4573,4742,-169,1051,,1220,,5,5,0.22,0.27
2026/3/30-10-3339,2026/3/30,10,3339,泰谷,12,4249,4247,2,4249,4247,2,714,,712,,5,5,0.17,0.17
2026/3/30-10-8358,2026/3/30,10,8358,金居,13,4241,4098,143,4241,4098,143,530,,387,,5,5,0.13,0.09
2026/3/30-10-5347,2026/3/30,10,5347,世界,14,3879,4730,-851,3879,4730,-851,801,,1652,,5,5,0.17,0.43
2026/3/30-10-6274,2026/3/30,10,6274,台燿,15,3620,4009,-389,3620,4009,-389,826,,1215,,5,5,0.21,0.34
2026/3/30-10-6821,2026/3/30,10,6821,聯寶,16,3923,4257,-334,3923,4257,-334,78,,412,,3,7,0.02,0.11
2026/3/30-10-8064,2026/3/30,10,8064,東捷,17,3436,4038,-602,3436,4038,-602,423,,1025,,5,5,0.10,0.30
2026/3/30-10-4577,2026/3/30,10,4577,達航科技,18,2625,2961,-336,2625,2961,-336,480,,816,,4,6,0.16,0.31
2026/3/30-10-3260,2026/3/30,10,3260,威剛,19,2641,2729,-88,2641,2729,-88,610,,698,,6,4,0.22,0.26
2026/3/30-10-4707,2026/3/30,10,4707,磐亞,20,2638,2350,288,2638,2350,288,1013,,725,,4,6,0.43,0.27
2026/3/30-10-5483,2026/3/30,10,5483,中美晶,21,2287,2659,-372,2287,2659,-372,624,,996,,5,5,0.23,0.44
2026/3/30-10-8299,2026/3/30,10,8299,群聯,22,2167,2463,-296,2167,2463,-296,182,,478,,4,6,0.07,0.22
2026/3/30-10-6190,2026/3/30,10,6190,萬泰科,23,2376,2407,-31,2376,2407,-31,615,,646,,6,4,0.26,0.27
2026/3/30-10-4903,2026/3/30,10,4903,聯光通,24,2066,2406,-340,2066,2406,-340,143,,483,,3,6,0.06,0.23
2026/3/30-10-6244,2026/3/30,10,6244,茂迪,25,2400,2204,196,2400,2204,196,684,,488,,4,6,0.31,0.20
2026/3/30-10-8086,2026/3/30,10,8086,宏捷科,26,1868,2458,-590,1868,2458,-590,834,,1424,,4,6,0.34,0.76
2026/3/30-10-6548,2026/3/30,10,6548,長科*,27,2192,2052,140,2192,2052,140,560,,420,,7,3,0.27,0.19
2026/3/30-10-6290,2026/3/30,10,6290,良維,28,1743,2244,-501,1743,2244,-501,660,,1161,,3,7,0.29,0.67
2026/3/30-10-8069,2026/3/30,10,8069,元太,29,1685,2124,-439,1685,2124,-439,656,,1095,,4,6,0.31,0.65
2026/3/30-10-6265,2026/3/30,10,6265,方土昶,30,1677,1872,-195,1677,1872,-195,504,,699,,5,5,0.27,0.42
2026/3/30-11-1785,2026/3/30,11,1785,光洋科,1,37270,39300,-2030,5816,6263,-447,2067,-3033,2514,-4169,6,4,0.33,0.43
2026/3/30-11-6147,2026/3/30,11,6147,頎邦,2,19126,21462,-2336,4367,4693,-326,1361,-2641,1687,-4147,5,5,0.29,0.39
2026/3/30-11-3105,2026/3/30,11,3105,穩懋,3,16837,19131,-2294,3728,4439,-711,801,-806,1512,-1678,4,6,0.18,0.41
2026/3/30-11-8096,2026/3/30,11,8096,擎亞,4,16882,17306,-424,4154,3872,282,840,-525,558,-1719,7,3,0.22,0.13
2026/3/30-11-1815,2026/3/30,11,1815,富喬,5,10790,11072,-282,4136,3949,187,1128,-97,941,-600,8,2,0.29,0.23
2026/3/30-11-3221,2026/3/30,11,3221,台嘉碩,6,10799,11838,-1039,1831,1803,28,307,-1358,279,-2453,6,4,0.17,0.15
2026/3/30-11-8027,2026/3/30,11,8027,鈦昇,7,11305,9970,1335,314,239,75,295,-1981,220,-796,1,9,1.23,0.70
2026/3/30-11-3211,2026/3/30,11,3211,順達,8,7178,7477,-299,2009,2370,-361,242,-354,603,105,4,5,0.10,0.30
2026/3/30-11-6588,2026/3/30,11,6588,東典光電,9,6975,6973,2,1651,1545,106,296,-390,190,-492,5,5,0.19,0.12
2026/3/30-11-5347,2026/3/30,11,5347,世界,10,6355,7611,-1256,2723,2928,-205,926,125,1131,-521,5,5,0.32,0.42
2026/3/30-11-4971,2026/3/30,11,4971,IET-KY,11,6536,6704,-168,1019,1049,-30,99,-326,129,-434,6,4,0.09,0.13
2026/3/30-11-8289,2026/3/30,11,8289,泰藝,12,6809,6841,-32,2497,2416,81,312,-739,231,-989,5,5,0.13,0.09
2026/3/30-11-3339,2026/3/30,11,3339,泰谷,13,5867,5988,-121,1791,1951,-160,366,-348,526,-186,4,6,0.19,0.29
2026/3/30-11-8358,2026/3/30,11,8358,金居,14,5480,5679,-199,1579,1588,-9,418,-112,427,40,4,6,0.26,0.27
2026/3/30-11-6274,2026/3/30,11,6274,台燿,15,4590,5156,-566,1059,1460,-401,215,-611,616,-599,3,7,0.15,0.58
2026/3/30-11-5314,2026/3/30,11,5314,世紀*,16,5197,4672,525,5197,4672,525,946,,421,,6,4,0.20,0.08
2026/3/30-11-8064,2026/3/30,11,8064,東捷,17,4722,5449,-727,1430,1563,-133,497,74,630,-395,8,2,0.32,0.44
2026/3/30-11-6821,2026/3/30,11,6821,聯寶,18,4611,4914,-303,688,657,31,116,38,85,-327,6,4,0.18,0.12
2026/3/30-11-5483,2026/3/30,11,5483,中美晶,19,3568,3581,-13,1281,922,359,650,26,291,-705,6,4,0.70,0.23
2026/3/30-11-3260,2026/3/30,11,3260,威剛,20,3695,3745,-50,1188,1145,43,453,-157,410,-288,7,3,0.40,0.35
2026/3/30-11-8299,2026/3/30,11,8299,群聯,21,3062,3590,-528,1039,1172,-133,50,-132,183,-295,4,6,0.04,0.18
2026/3/30-11-6190,2026/3/30,11,6190,萬泰科,22,3128,3375,-247,973,1174,-201,300,-315,501,-145,4,6,0.26,0.51
2026/3/30-11-4577,2026/3/30,11,4577,達航科技,23,2907,3317,-410,282,356,-74,56,-424,130,-686,5,5,0.16,0.46
2026/3/30-11-8086,2026/3/30,11,8086,宏捷科,24,2810,3306,-496,942,1051,-109,461,-373,570,-854,5,5,0.44,0.61
2026/3/30-11-8069,2026/3/30,11,8069,元太,25,2963,3156,-193,1306,1322,-16,761,105,777,-318,5,5,0.58,0.59
2026/3/30-11-6244,2026/3/30,11,6244,茂迪,26,3053,2754,299,706,655,51,256,-428,205,-283,5,5,0.39,0.29
2026/3/30-11-6548,2026/3/30,11,6548,長科*,27,2911,2892,19,719,840,-121,235,-325,356,-64,5,4,0.28,0.50
2026/3/30-11-4903,2026/3/30,11,4903,聯光通,28,2502,2926,-424,436,520,-84,102,-41,186,-297,4,6,0.20,0.43
2026/3/30-11-4707,2026/3/30,11,4707,磐亞,29,3041,2702,339,403,352,51,323,-690,272,-453,4,6,0.92,0.67
2026/3/30-11-6290,2026/3/30,11,6290,良維,30,2574,3125,-551,1034,1011,23,395,-265,372,-789,8,2,0.39,0.36
2026/3/30-12-1785,2026/3/30,12,1785,光洋科,1,40104,42398,-2294,2834,3098,-264,300,-1767,564,-1950,5,5,0.10,0.20
2026/3/30-12-3105,2026/3/30,12,3105,穩懋,2,23310,25292,-1982,6961,7248,-287,983,182,1270,-242,3,7,0.14,0.18
2026/3/30-12-6147,2026/3/30,12,6147,頎邦,3,21430,25133,-3703,2798,3569,-771,1109,-252,1880,193,7,3,0.31,0.67
2026/3/30-12-8096,2026/3/30,12,8096,擎亞,4,18777,19457,-680,1895,2151,-256,203,-637,459,-99,4,6,0.09,0.24
2026/3/30-12-3221,2026/3/30,12,3221,台嘉碩,5,14969,15563,-594,4664,4277,387,902,595,515,236,6,4,0.21,0.11
2026/3/30-12-1815,2026/3/30,12,1815,富喬,6,11262,11545,-283,472,473,-1,160,-968,161,-780,3,5,0.34,0.34
2026/3/30-12-8027,2026/3/30,12,8027,鈦昇,7,11459,10084,1375,154,114,40,148,-147,108,-112,1,7,1.30,0.70
2026/3/30-12-5347,2026/3/30,12,5347,世界,8,7862,9153,-1291,1507,1542,-35,716,-210,751,-380,7,2,0.46,0.50
2026/3/30-12-6588,2026/3/30,12,6588,東典光電,9,7916,7881,35,941,908,33,127,-169,94,-96,5,5,0.14,0.10
2026/3/30-12-3211,2026/3/30,12,3211,順達,10,7567,7901,-334,389,424,-35,113,-129,148,-455,6,4,0.27,0.38
2026/3/30-12-4971,2026/3/30,12,4971,IET-KY,11,7832,7901,-69,1296,1197,99,269,170,170,41,3,7,0.22,0.13
2026/3/30-12-8289,2026/3/30,12,8289,泰藝,12,7538,7527,11,729,686,43,293,-19,250,19,7,3,0.43,0.34
2026/3/30-12-8358,2026/3/30,12,8358,金居,13,6619,6972,-353,1139,1293,-154,477,59,631,204,5,5,0.37,0.55
2026/3/30-12-3339,2026/3/30,12,3339,泰谷,14,6504,6412,92,881,699,182,275,-91,93,-433,5,4,0.39,0.11
2026/3/30-12-5314,2026/3/30,12,5314,世紀*,15,6460,6150,310,1263,1478,-215,90,-856,305,-116,3,6,0.06,0.24
2026/3/30-12-6274,2026/3/30,12,6274,台燿,16,5250,5962,-712,823,695,128,229,14,101,-515,4,6,0.33,0.12
2026/3/30-12-8064,2026/3/30,12,8064,東捷,17,5321,6047,-726,645,668,-23,325,-172,348,-282,4,5,0.49,0.54
2026/3/30-12-6821,2026/3/30,12,6821,聯寶,18,4911,5256,-345,300,342,-42,36,-80,78,-7,4,5,0.11,0.26
2026/3/30-12-3260,2026/3/30,12,3260,威剛,19,4415,4542,-127,720,797,-77,332,-121,409,-1,8,2,0.42,0.57
2026/3/30-12-5483,2026/3/30,12,5483,中美晶,20,4184,4141,43,616,560,56,317,-333,261,-30,7,3,0.57,0.42
2026/3/30-12-3264,2026/3/30,12,3264,欣銓,21,4285,3888,397,4285,3888,397,624,,227,,8,2,0.16,0.05
2026/3/30-12-8299,2026/3/30,12,8299,群聯,22,3526,3979,-453,464,389,75,214,164,139,-44,3,7,0.55,0.30
2026/3/30-12-6190,2026/3/30,12,6190,萬泰科,23,3333,3639,-306,205,264,-59,63,-237,122,-379,4,5,0.24,0.60
2026/3/30-12-8069,2026/3/30,12,8069,元太,24,3495,3718,-223,532,562,-30,355,-406,385,-392,6,4,0.63,0.72
2026/3/30-12-6244,2026/3/30,12,6244,茂迪,25,3749,3052,697,778,533,245,516,260,271,66,3,7,0.97,0.35
2026/3/30-12-6548,2026/3/30,12,6548,長科*,26,3403,3394,9,492,502,-10,257,22,267,-89,4,6,0.51,0.54
2026/3/30-12-4577,2026/3/30,12,4577,達航科技,27,3128,3557,-429,221,240,-19,97,41,116,-14,6,4,0.40,0.52
2026/3/30-12-8086,2026/3/30,12,8086,宏捷科,28,3129,3520,-391,319,214,105,169,-292,64,-506,3,7,0.79,0.20
2026/3/30-12-4903,2026/3/30,12,4903,聯光通,29,2943,3083,-140,455,347,108,225,123,117,-69,5,5,0.65,0.26
2026/3/30-12-6290,2026/3/30,12,6290,良維,30,2853,3427,-574,279,302,-23,54,-341,77,-295,5,5,0.18,0.28
2026/3/30-14-1785,2026/3/30,14,1785,光洋科,1,54228,54281,-53,14894,14740,154,3902,3602,3748,3184,7,3,0.26,0.25
2026/3/30-14-3105,2026/3/30,14,3105,穩懋,2,35877,37905,-2028,13552,13640,-88,1387,404,1475,205,4,6,0.10,0.11
2026/3/30-14-6147,2026/3/30,14,6147,頎邦,3,28935,31470,-2535,8660,7039,1621,4204,3095,2583,703,5,5,0.60,0.30
2026/3/30-14-8096,2026/3/30,14,8096,擎亞,4,24575,25913,-1338,5798,6456,-658,842,639,1500,1041,3,7,0.13,0.26
2026/3/30-14-3221,2026/3/30,14,3221,台嘉碩,5,18537,18966,-429,3568,3403,165,669,-233,504,-11,6,4,0.20,0.14
2026/3/30-14-1815,2026/3/30,14,1815,富喬,6,17281,16747,534,6575,5679,896,1913,1753,1017,856,5,5,0.34,0.15
2026/3/30-14-5347,2026/3/30,14,5347,世界,7,11332,13617,-2285,4165,4498,-333,1721,1005,2054,1303,6,4,0.38,0.49
2026/3/30-14-6588,2026/3/30,14,6588,東典光電,8,10546,10062,484,2630,2181,449,988,861,539,445,2,8,0.45,0.20
2026/3/30-14-8027,2026/3/30,14,8027,鈦昇,9,11609,10172,1437,150,88,62,132,-16,70,-38,1,9,1.50,0.47
2026/3/30-14-4971,2026/3/30,14,4971,IET-KY,10,10355,10229,126,2523,2328,195,631,362,436,266,4,6,0.27,0.17
2026/3/30-14-3211,2026/3/30,14,3211,順達,11,9530,9559,-29,1963,1658,305,619,506,314,166,5,5,0.37,0.16
2026/3/30-14-8289,2026/3/30,14,8289,泰藝,12,9334,9340,-6,2026,2031,-5,226,-67,231,-19,4,6,0.11,0.11
2026/3/30-14-8358,2026/3/30,14,8358,金居,13,8159,8298,-139,1699,1594,105,340,-137,235,-396,4,6,0.21,0.14
2026/3/30-14-5314,2026/3/30,14,5314,世紀*,14,7776,7426,350,1316,1276,40,364,274,324,19,3,7,0.29,0.25
2026/3/30-14-3339,2026/3/30,14,3339,泰谷,15,8044,7714,330,1423,1437,-14,276,1,290,197,2,8,0.19,0.20
2026/3/30-14-3264,2026/3/30,14,3264,欣銓,16,7378,7023,355,3705,3614,91,985,361,894,667,4,6,0.27,0.24
2026/3/30-14-6274,2026/3/30,14,6274,台燿,17,7218,7284,-66,1879,1463,416,804,575,388,287,6,4,0.55,0.21
2026/3/30-14-6548,2026/3/30,14,6548,長科*,18,6694,6549,145,3445,3298,147,1528,1271,1381,1114,6,4,0.46,0.40
2026/3/30-14-8064,2026/3/30,14,8064,東捷,19,6324,6938,-614,1220,1120,100,602,277,502,154,3,7,0.54,0.41
2026/3/30-14-3260,2026/3/30,14,3260,威剛,20,6091,6806,-715,1937,2406,-469,962,630,1431,1022,7,3,0.40,0.74
2026/3/30-14-8069,2026/3/30,14,8069,元太,21,5930,6121,-191,2539,2906,-367,1163,808,1530,1145,4,6,0.40,0.60
2026/3/30-14-5483,2026/3/30,14,5483,中美晶,22,5491,5471,20,1307,1330,-23,529,212,552,291,6,4,0.40,0.42
2026/3/30-14-6821,2026/3/30,14,6821,聯寶,23,5492,5825,-333,581,569,12,81,45,69,-9,5,5,0.14,0.12
2026/3/30-14-8299,2026/3/30,14,8299,群聯,24,4475,4688,-213,1240,998,242,514,300,272,133,5,5,0.52,0.22
2026/3/30-14-6190,2026/3/30,14,6190,萬泰科,25,4436,4957,-521,1261,1457,-196,429,366,625,503,5,5,0.29,0.50
2026/3/30-14-6244,2026/3/30,14,6244,茂迪,26,5067,4109,958,1332,1101,231,579,63,348,77,4,6,0.53,0.26
2026/3/30-14-8086,2026/3/30,14,8086,宏捷科,27,4579,4512,67,1455,1084,371,813,644,442,378,4,6,0.75,0.30
2026/3/30-14-5291,2026/3/30,14,5291,邑昇,28,4458,4058,400,4458,4058,400,762,,362,,3,7,0.19,0.08
2026/3/30-14-4903,2026/3/30,14,4903,聯光通,29,3966,4167,-201,1209,1130,79,214,-11,135,18,6,4,0.19,0.11
2026/3/30-14-4577,2026/3/30,14,4577,達航科技,30,3892,4320,-428,764,763,1,269,172,268,152,6,4,0.35,0.35
2026/3/31-10-1785,2026/3/31,10,1785,光洋科,1,20999,22128,-1129,20999,22128,-1129,2638,,3767,,6,4,0.12,0.18
2026/3/31-10-3105,2026/3/31,10,3105,穩懋,2,19109,22177,-3068,19109,22177,-3068,3975,,7043,,3,7,0.18,0.37
2026/3/31-10-8358,2026/3/31,10,8358,金居,3,16802,16179,623,16802,16179,623,2778,,2155,,5,5,0.17,0.13
2026/3/31-10-1815,2026/3/31,10,1815,富喬,4,11914,13811,-1897,11914,13811,-1897,1736,,3633,,3,7,0.13,0.30
2026/3/31-10-3264,2026/3/31,10,3264,欣銓,5,12394,11629,765,12394,11629,765,2043,,1278,,6,4,0.18,0.10
2026/3/31-10-6147,2026/3/31,10,6147,頎邦,6,10296,11832,-1536,10296,11832,-1536,1417,,2953,,5,5,0.12,0.29
2026/3/31-10-8027,2026/3/31,10,8027,鈦昇,7,9246,9546,-300,9246,9546,-300,1378,,1678,,5,5,0.14,0.18
2026/3/31-10-6175,2026/3/31,10,6175,立敦,8,7863,8325,-462,7863,8325,-462,721,,1183,,3,7,0.09,0.15
2026/3/31-10-6588,2026/3/31,10,6588,東典光電,9,6511,6850,-339,6511,6850,-339,1048,,1387,,6,4,0.15,0.21
2026/3/31-10-3211,2026/3/31,10,3211,順達,10,4998,5329,-331,4998,5329,-331,365,,696,,4,6,0.07,0.14
2026/3/31-10-8096,2026/3/31,10,8096,擎亞,11,5158,5481,-323,5158,5481,-323,529,,852,,5,5,0.10,0.17
2026/3/31-10-4707,2026/3/31,10,4707,磐亞,12,4658,5063,-405,4658,5063,-405,1227,,1632,,4,6,0.24,0.35
2026/3/31-10-5291,2026/3/31,10,5291,邑昇,13,4934,4902,32,4934,4902,32,549,,517,,6,4,0.11,0.10
2026/3/31-10-5347,2026/3/31,10,5347,世界,14,5629,5457,172,5629,5457,172,3619,,3447,,1,9,0.66,0.61
2026/3/31-10-5314,2026/3/31,10,5314,世紀*,15,4380,4466,-86,4380,4466,-86,918,,1004,,3,7,0.21,0.23
2026/3/31-10-4971,2026/3/31,10,4971,IET-KY,16,4027,4263,-236,4027,4263,-236,523,,759,,4,6,0.12,0.19
2026/3/31-10-6274,2026/3/31,10,6274,台燿,17,3664,4174,-510,3664,4174,-510,698,,1208,,5,5,0.17,0.33
2026/3/31-10-6127,2026/3/31,10,6127,九豪,18,3624,3570,54,3624,3570,54,548,,494,,6,4,0.15,0.14
2026/3/31-10-6244,2026/3/31,10,6244,茂迪,19,3380,3693,-313,3380,3693,-313,519,,832,,5,5,0.14,0.25
2026/3/31-10-5340,2026/3/31,10,5340,建榮,20,3287,4044,-757,3287,4044,-757,897,,1654,,5,5,0.22,0.50
2026/3/31-10-8042,2026/3/31,10,8042,金山電,21,3288,3316,-28,3288,3316,-28,1003,,1031,,6,4,0.30,0.31
2026/3/31-10-3265,2026/3/31,10,3265,台星科,22,2915,3148,-233,2915,3148,-233,419,,652,,6,4,0.13,0.22
2026/3/31-10-3221,2026/3/31,10,3221,台嘉碩,23,2864,2944,-80,2864,2944,-80,259,,339,,4,6,0.09,0.12
2026/3/31-10-4543,2026/3/31,10,4543,萬在,24,2625,2938,-313,2625,2938,-313,393,,706,,4,6,0.13,0.27
2026/3/31-10-8299,2026/3/31,10,8299,群聯,25,2348,2715,-367,2348,2715,-367,18,,385,,2,8,0.01,0.16
2026/3/31-10-5483,2026/3/31,10,5483,中美晶,26,2218,2524,-306,2218,2524,-306,569,,875,,4,6,0.23,0.39
2026/3/31-10-3260,2026/3/31,10,3260,威剛,27,2635,2557,78,2635,2557,78,387,,309,,4,6,0.15,0.12
2026/3/31-10-4741,2026/3/31,10,4741,泓瀚,28,2674,2432,242,2674,2432,242,336,,94,,7,3,0.14,0.04
