主鍵,交易日期,時間,股票代號,股票名稱,股票排名,累計買進張數,累計賣出張數,累計買賣超,時段買進張數,時段賣出張數,時段買賣超,時段買超,時段買超差,時段賣超,時段賣超差,時段買超家數,時段賣超家數,買超率,賣超率
2026/3/5-12-1785,2026/3/5,12,1785,光洋科,15,6499,5671,828,3460,2714,746,2052,1095,1306,360,3,7,0.76,0.38
2026/3/5-12-3081,2026/3/5,12,3081,聯亞,16,5252,5699,-447,462,438,24,129,-121,105,-145,7,3,0.29,0.23
2026/3/5-12-8096,2026/3/5,12,8096,擎亞,17,5750,5106,644,1018,647,371,463,49,92,-299,7,3,0.72,0.09
2026/3/5-12-5009,2026/3/5,12,5009,榮剛,18,4692,5064,-372,475,425,50,277,-107,227,-101,7,3,0.65,0.48
2026/3/5-12-6016,2026/3/5,12,6016,康和證,19,4726,4794,-68,645,691,-46,436,-1067,482,-792,6,4,0.63,0.75
2026/3/5-12-5351,2026/3/5,12,5351,鈺創,20,4441,4424,17,248,262,-14,50,-254,64,-317,5,5,0.19,0.26
2026/3/5-12-3105,2026/3/5,12,3105,穩懋,21,4662,4729,-67,799,867,-68,343,-803,411,-716,4,6,0.40,0.51
2026/3/5-12-3357,2026/3/5,12,3357,臺慶科,22,4522,4544,-22,244,195,49,142,42,93,-134,5,5,0.73,0.38
2026/3/5-12-3615,2026/3/5,12,3615,安可,23,4604,4582,22,476,464,12,121,-199,109,-166,6,4,0.26,0.23
2026/3/5-12-5498,2026/3/5,12,5498,凱崴,24,4404,4492,-88,241,281,-40,38,-162,78,-166,4,6,0.14,0.32
2026/3/5-12-4979,2026/3/5,12,4979,華星光,25,4409,4402,7,375,312,63,192,-289,129,-408,6,3,0.62,0.34
2026/3/5-12-5328,2026/3/5,12,5328,華容,26,4736,4141,595,524,374,150,206,87,56,-127,6,4,0.55,0.11
2026/3/5-12-6530,2026/3/5,12,6530,創威,27,4334,4216,118,327,380,-53,62,-71,115,-38,2,6,0.16,0.35
2026/3/5-12-4971,2026/3/5,12,4971,IET-KY,28,4433,4021,412,709,607,102,283,-86,181,-123,4,6,0.47,0.26
2026/3/5-12-6488,2026/3/5,12,6488,環球晶,29,4109,4303,-194,179,196,-17,61,-25,78,-175,5,5,0.31,0.44
2026/3/5-12-6134,2026/3/5,12,6134,萬旭,30,3926,3956,-30,207,195,12,92,-145,80,-138,7,3,0.47,0.39
2026/3/5-13-1815,2026/3/5,13,1815,富喬,1,59557,62915,-3358,8855,8566,289,1586,32,1297,-858,5,5,0.19,0.15
2026/3/5-13-4533,2026/3/5,13,4533,協易機,2,41542,41370,172,6491,6057,434,1074,883,640,349,5,5,0.18,0.10
2026/3/5-13-4123,2026/3/5,13,4123,晟德,3,31162,32918,-1756,5434,5211,223,1795,1582,1572,1173,5,5,0.34,0.29
2026/3/5-13-6244,2026/3/5,13,6244,茂迪,4,33389,31548,1841,5829,4496,1333,1825,1484,492,254,5,5,0.41,0.08
2026/3/5-13-8358,2026/3/5,13,8358,金居,5,28996,25556,3440,6653,5913,740,1894,940,1154,-89,5,5,0.32,0.17
2026/3/5-13-6290,2026/3/5,13,6290,良維,6,15192,14830,362,2228,2307,-79,720,355,799,462,3,7,0.31,0.36
2026/3/5-13-3498,2026/3/5,13,3498,陽程,7,13080,12904,176,3239,3088,151,396,114,245,158,6,4,0.13,0.08
2026/3/5-13-1785,2026/3/5,13,1785,光洋科,8,11706,12253,-547,6158,6909,-751,3885,1833,4636,3330,7,3,0.56,0.75
2026/3/5-13-5347,2026/3/5,13,5347,世界,9,9676,10532,-856,3325,2841,484,1353,732,869,-339,4,6,0.48,0.26
2026/3/5-13-8086,2026/3/5,13,8086,宏捷科,10,9844,9994,-150,2433,2304,129,487,231,358,183,6,4,0.21,0.15
2026/3/5-13-8069,2026/3/5,13,8069,元太,11,10923,9930,993,2048,1741,307,1208,758,901,373,4,5,0.69,0.44
2026/3/5-13-4908,2026/3/5,13,4908,前鼎,12,9328,9086,242,1641,1538,103,353,-29,250,90,4,6,0.23,0.15
2026/3/5-13-3260,2026/3/5,13,3260,威剛,13,8151,9033,-882,1927,2065,-138,687,428,825,488,5,5,0.33,0.43
2026/3/5-13-4909,2026/3/5,13,4909,新復興,14,7564,7129,435,1298,989,309,529,490,220,172,7,3,0.53,0.17
2026/3/5-13-3211,2026/3/5,13,3211,順達,15,6163,7173,-1010,187,192,-5,127,54,132,74,7,3,0.66,0.71
2026/3/5-13-6016,2026/3/5,13,6016,康和證,16,5824,6621,-797,1551,2111,-560,924,488,1484,1002,4,6,0.44,0.96
2026/3/5-13-3081,2026/3/5,13,3081,聯亞,17,6099,6556,-457,847,857,-10,197,68,207,102,4,6,0.23,0.24
2026/3/5-13-5009,2026/3/5,13,5009,榮剛,18,6012,6017,-5,1258,1091,167,343,66,176,-51,7,3,0.31,0.14
2026/3/5-13-8096,2026/3/5,13,8096,擎亞,19,6632,5863,769,968,725,243,443,-20,200,108,7,3,0.61,0.21
2026/3/5-13-3357,2026/3/5,13,3357,臺慶科,20,5669,5785,-116,1413,1401,12,707,565,695,602,6,4,0.50,0.49
2026/3/5-13-3105,2026/3/5,13,3105,穩懋,21,5634,5823,-189,972,1094,-122,300,-43,422,11,3,7,0.27,0.43
2026/3/5-13-5351,2026/3/5,13,5351,鈺創,22,5539,4844,695,975,634,341,487,437,146,82,5,5,0.77,0.15
2026/3/5-13-5498,2026/3/5,13,5498,凱崴,23,5602,5584,18,1198,1092,106,417,379,311,233,6,4,0.38,0.26
2026/3/5-13-5328,2026/3/5,13,5328,華容,24,5798,5242,556,1283,1307,-24,301,95,325,269,3,7,0.23,0.25
2026/3/5-13-6274,2026/3/5,13,6274,台燿,25,4835,5681,-846,4835,5681,-846,619,,1465,,4,6,0.11,0.30
2026/3/5-13-3615,2026/3/5,13,3615,安可,26,5337,5368,-31,889,952,-63,377,256,440,331,5,4,0.40,0.49
2026/3/5-13-4979,2026/3/5,13,4979,華星光,27,5166,5090,76,986,892,94,306,114,212,83,6,4,0.34,0.22
2026/3/5-13-4971,2026/3/5,13,4971,IET-KY,28,5206,4651,555,738,731,7,234,-49,227,46,5,5,0.32,0.31
2026/3/5-13-6134,2026/3/5,13,6134,萬旭,29,4805,4940,-135,1072,1155,-83,138,46,221,141,3,7,0.12,0.21
2026/3/5-13-3264,2026/3/5,13,3264,欣銓,30,4503,5168,-665,4503,5168,-665,569,,1234,,5,5,0.11,0.27
2026/3/6-10-3260,2026/3/6,10,3260,威剛,1,12148,12518,-370,12148,12518,-370,1357,,1727,,4,6,0.11,0.14
2026/3/6-10-6244,2026/3/6,10,6244,茂迪,2,12792,13381,-589,12792,13381,-589,1251,,1840,,6,4,0.09,0.14
